Fecha y hora;Departamento;Jurisdicción ;Vehículo;Edad;Sexo;Fallecido a los (Días);Tipo de Siniestro;Otro vehículo;Lugar del Siniestro
20/09/2012 12:15;CANELONES;NACIONAL;CAMIONETA;49;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 5 KM 26
20/09/2012 18:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;16;M;2;COLISION ENTRE VEHICULOS;MOTO;BESARES esq. DOCTOR JOSE PEDRO RAMIREZ
20/09/2012 19:20;ARTIGAS;NACIONAL;MOTO;26;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 3 KM 623
22/09/2012 18:00;FLORIDA;NACIONAL;MOTO;35;M;1;CAIDA;;RUTA 7 KM. 123
23/09/2012 02:45;COLONIA;DEPARTAMENTAL;AUTO;70;M;0;DESPISTE;;J. Curbelo E/karlem y Lazague 
23/09/2012 19:40;ARTIGAS;NACIONAL;MOTO;40;F;1;ATROPELLO DE ANIMALES;;RUTA 3 KM 628
24/09/2012 17:50;CANELONES;DEPARTAMENTAL;MOTO;23;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;TENIENTE RINALDI esq. ELIAS REGULES --PASO CARRASCO--
25/09/2012 18:25;MONTEVIDEO;DEPARTAMENTAL;BICICLETA;5;M;0;COLISION ENTRE VEHICULOS;CAMION;METEORITO esq. CAMINO LA CRUZ DEL SUR
26/09/2012 20:30;MALDONADO;NACIONAL;AUTO;67;M;1;DESPISTE;-;RUTA INTERBALNEARIA KM 118
27/09/2012 11:30;MONTEVIDEO;NACIONAL;PEATON;57;F;0;ATROPELLO DE PEATON;CAMION;RUTA DE ACCESO esq. CAMAMBU
28/09/2012 17:10;CANELONES;NACIONAL;AUTO;71;M;0;DESPISTE;;RUTA 5 KM 32,500
28/09/2012 23:10;TACUAREMBÓ;DEPARTAMENTAL;MOTO;22;M;1;CAIDA;;VEINTICINCO DE MAYO - esq. DOCTOR LUIS ALBERTO DE HERRERA
29/09/2012 01:30;FLORIDA;NACIONAL;CAMIONETA;38;M;0;DESPISTE;; RUTA 6 KM. 84
29/09/2012 01:30;FLORIDA;NACIONAL;CAMIONETA;60;M;0;DESPISTE;; RUTA 6 KM. 85
30/09/2012 19:00;CANELONES;DEPARTAMENTAL;BICICLETA;71;M;1;COLISION ENTRE VEHICULOS;OMNIBUS;CON. CARRASCO Y CORONEL GRAÑA
01/10/2012 13:20;LAVALLEJA;NACIONAL;MOTO;60;M;1;COLISION ENTRE VEHICULOS;AUTO;RUTA 8 KM. 237
02/10/2012 07:30;MALDONADO;NACIONAL;CAMIONETA;34;M;0;DESPISTE;;RUTA 10 KM. 116
02/10/2012 07:30;MALDONADO;NACIONAL;CAMIONETA;41;M;0;DESPISTE;;RUTA 10 KM. 116
06/10/2012 05:37;SORIANO;DEPARTAMENTAL;MOTO;21;M;0;COLISION ENTRE VEHICULOS;CAMION;DIECIOCHO DE JULIO esq. TREINTA Y TRES
06/10/2012 07:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;23;M;0;COLISION ENTRE VEHICULOS;AUTO;AVENIDA ITALIA esq. GENERAL LAS HERAS
08/10/2012 08:35;CANELONES;NACIONAL;AUTO;57;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA INTERBALNEARIA KM. 48
08/10/2012 17:50;MONTEVIDEO;DEPARTAMENTAL;MOTO;25;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;RAMBLA ARMENIA esq. TOMAS BASAÑEZ
10/10/2012 08:00;ROCHA;DEPARTAMENTAL;PEATON;42;F;1;ATROPELLO DE PEATON;CAMIONETA;RAMBLA DE LAS AMERICAS Y AV. GONZALEZ MORENO
12/10/2012 01:50;TREINTA Y TRES;NACIONAL;CAMIONETA;Sin Dato;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 7 KM. 212
12/10/2012 03:30;SALTO;DEPARTAMENTAL;AUTO;39;M;11;DESPISTE;;BATLLE Y ORDOÑEZ Y CARLOS REYLES
13/10/2012 00:30;CANELONES;DEPARTAMENTAL;MOTO;30;M;0;DESPISTE;;GENERAL ARTIGAS esq. VALENTIN GOMEZ
14/10/2012 13:48;MALDONADO;DEPARTAMENTAL;MOTO;25;M;1;COLISION ENTRE VEHICULOS;AUTO;CALLE 24 Y 28
14/10/2012 15:00;ROCHA;DEPARTAMENTAL;AUTO;33;M;1;DESPISTE;;Camino del  Paraje Cerro de los Rocha, cerca de la escuela 20
15/10/2012 10:35;MALDONADO;DEPARTAMENTAL;PEATON;92;F;1;ATROPELLO DE PEATON;CAMIONETA;BATALLA DEL CERRITO esq. VENANCIO BENAVIDEZ
15/10/2012 11:40;SALTO;DEPARTAMENTAL;MOTO;82;M;7;CAIDA;;AV. BARBIERI Y JUNCAL
17/10/2012 06:20;COLONIA;DEPARTAMENTAL;MOTO;17;M;1;COLISION ENTRE VEHICULOS;MOTO;SARANDI esq. LEOPOLDO FUICA
18/10/2012 06:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;Sin Dato;M;0;COLISION ENTRE VEHICULOS;MOTO;CAMINO MALDONADO Nro. 5150 esq. AREGUATI
19/10/2012 05:10;FLORIDA;NACIONAL;MOTO;39;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 5 KM. 89
19/10/2012 21:50;ROCHA;NACIONAL;MOTO;48;M;1;COLISION ENTRE VEHICULOS;CAMION;RUTA 9 KM. 228 
20/10/2012 07:30;MONTEVIDEO;DEPARTAMENTAL;PEATON;62;M;6;ATROPELLO DE PEATON;MOTO;AVENIDA DOCTOR CARLOS MARIA RAMIREZ esq. JOSE CASTRO
21/10/2012 06:00;COLONIA;DEPARTAMENTAL;AUTO;29;M;1;CAIDA;-;CARLOS VLAHUSSICH
21/10/2012 13:20;MALDONADO;NACIONAL;MOTO;55;M;1;CAIDA;-;RUTA INTERBALNEARIA KM 116
21/10/2012 18:10;MONTEVIDEO;DEPARTAMENTAL;PEATON;79;M;7;ATROPELLO DE PEATON;AUTO;AVENIDA RAMON BENZANO esq. AVENIDA DOCTOR FEDERICO VIDIELLA
23/10/2012 12:05;TREINTA Y TRES;NACIONAL;AUTO;51;M;0;DESPISTE;;RUTA 8 KM. 318,8 
23/10/2012 15:50;ROCHA;DEPARTAMENTAL;MOTO;32;F;1;COLISION ENTRE VEHICULOS;CAMION;PEREGRINA BALBOA esq. PIEDRAS
27/10/2012 03:40;COLONIA;DEPARTAMENTAL;MOTO;25;M;8;CAIDA;;OFICIAL UNO
27/10/2012 07:40;CANELONES;DEPARTAMENTAL;MOTO;27;F;0;COLISION ENTRE VEHICULOS;AUTO;AVENIDA COSTANERA esq. MIAMI
27/10/2012 17:30;SAN JOSE;DEPARTAMENTAL;MOTO;70;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;AVENIDA DOCTOR LUIS ALBERTO DE HERRERA esq. CANELONES
27/10/2012 20:00;RIVERA;NACIONAL;AUTO;Sin Dato;M;0;DESPISTE;; Ruta 28 al Este
28/10/2012 16:00;SALTO;DEPARTAMENTAL;MOTO;22;F;0;COLISION ENTRE VEHICULOS;CAMIONETA;JULIO DELGADO Y BELLA VISTA
28/10/2012 17:50;RIO NEGRO;DEPARTAMENTAL;MOTO;32;M;2;CAIDA;;GENERAL FRUCTUOSO RIVERA esq. ABAYUBA
29/10/2012 14:40;MONTEVIDEO;NACIONAL;MOTO;48;F;1;COLISION ENTRE VEHICULOS;CAMION;RUTA OCHO Nro. KM 22
30/10/2012 20:45;MONTEVIDEO;NACIONAL;AUTO;56;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;RUTA 8 KM 20
30/10/2012 20:45;MONTEVIDEO;NACIONAL;AUTO;56;F;1;COLISION ENTRE VEHICULOS;CAMIONETA;RUTA 8 KM 20
31/10/2012 15:50;SALTO;DEPARTAMENTAL;CAMIONETA;4;F;0;CAIDA;;ITUZAINGO Y O. LANZA
04/11/2012 00:30;COLONIA;DEPARTAMENTAL;MOTO;29;M;1;COLISION ENTRE VEHICULOS;AUTO;JOSE BATLLE Y ORDOÑEZ esq. LAS ROSAS
04/11/2012 04:30;ROCHA;NACIONAL;MOTO;Sin Dato;M;0;DESPISTE;;RUTA 9 KM. 258 
04/11/2012 20:45;CANELONES;NACIONAL;BICICLETA;64;M;1;COLISION ENTRE VEHICULOS;AUTO;RUTA 6 KM. 32
04/11/2012 21:15;CANELONES;NACIONAL;MOTO;44;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;RUTA 11 KM. 133,
05/11/2012 04:30;MALDONADO;NACIONAL;PEATON;33;M;0;ATROPELLO DE PEATON;;RUTA 39 KM 59
06/11/2012 22:40;MONTEVIDEO;DEPARTAMENTAL;MOTO;19;M;26;COLISION ENTRE VEHICULOS;AUTO;NUEVA PALMIRA Y BR. ARTIGAS
07/11/2012 07:45;RIVERA;NACIONAL;AUTO;46;M;0;COLISION ENTRE VEHICULOS;CAMION;C. NACIONAL DE LA CUCHILLA DE HAEDO
07/11/2012 12:00;CANELONES;DEPARTAMENTAL;PEATON;Sin Dato;M;0;ATROPELLO DE PEATON;CAMIONETA;MAZZINI esq. ATANASIO SIERRA
08/11/2012 09:00;SALTO;DEPARTAMENTAL;PEATON;44;F;1;ATROPELLO DE PEATON;MOTO;JUAN H. PAIVA esq. YATAY
10/11/2012 04:35;ARTIGAS;DEPARTAMENTAL;MOTO;22;M;1;COLISION ENTRE VEHICULOS;CAMION;ATILIO FERRANDIS esq. TREINTA Y TRES
11/11/2012 06:05;SALTO;DEPARTAMENTAL;MOTO;18;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;AVENIDA PASCUAL HARRIAGUE esq. DOCTOR WASHINGTON BELTRAN
12/11/2012 11:20;MONTEVIDEO;DEPARTAMENTAL;CAMIONETA;76;F;1;ATROPELLO DE PEATON;;Miguelete y Juan Paullier
12/11/2012 14:20;PAYSANDU;NACIONAL;AUTO;76;M;2;DESPISTE;;RUTA 3 KM. 365
12/11/2012 18:20;MONTEVIDEO;DEPARTAMENTAL;MOTO;25;F;3;DESPISTE;;PEDRO GIRALT esq. GROENLANDIA
14/11/2012 18:30;TACUAREMBÓ;NACIONAL;PEATON;14;M;1;ATROPELLO DE PEATON;AUTO;RUTA 5 KM. 317
14/11/2012 19:00;PAYSANDU;NACIONAL;AUTO;51;F;1;COLISION CON OBSTACULO;;RUTA 26 KM. 148
16/11/2012 12:50;MONTEVIDEO;DEPARTAMENTAL;CAMIONETA;63;M;1;COLISION ENTRE VEHICULOS;MOTO;RIO DE JANEIRO esq. CENTRO AMERICA
16/11/2012 17:40;MONTEVIDEO;DEPARTAMENTAL;MOTO;37;F;13;COLISION ENTRE VEHICULOS;MOTO;LA CARRETA ESQ. IDEARIO ARTIGUISTA
18/11/2012 03:20;CANELONES;NACIONAL;MOTO;22;M;0;CAIDA;;RUTA 7, KM. 79.500
18/11/2012 10:00;LAVALLEJA;NACIONAL;AUTO;21;M;7;DESPISTE;;RUTA 8 KM. 234
18/11/2012 10:00;LAVALLEJA;NACIONAL;AUTO;28;M;0;DESPISTE;;RUTA 8 KM. 234
21/11/2012 14:00;MALDONADO;DEPARTAMENTAL;MOTO;23;M;1;COLISION ENTRE VEHICULOS;CAMION;25 DE AGOSTO Y CAL
22/11/2012 09:00;COLONIA;NACIONAL;CAMION;37;M;0;CAIDA;;KM 114 de Ruta N°1
22/11/2012 16:00;ARTIGAS;NACIONAL;MOTO;18;M;1;COLISION ENTRE VEHICULOS;AUTO;Ruta N° 3 KM 626,500
24/11/2012 06:50;MALDONADO;DEPARTAMENTAL;CAMION;34;M;0;COLISION ENTRE VEHICULOS;CAMION;Zona de Manatiales, La Barra, Maldonado
24/11/2012 23:05;DURAZNO;DEPARTAMENTAL;MOTO;17;M;2;COLISION ENTRE VEHICULOS;MOTO;RUTA 6 KM 202,200
25/11/2012 01:55;CANELONES;DEPARTAMENTAL;MOTO;26;M;1;CAIDA;;GENERAL ARTIGAS
25/11/2012 22:30;SAN JOSE;DEPARTAMENTAL;MOTO;37;M;0;CAIDA;;Av Manuel de Rodriguez casi HAITÍ
26/11/2012 12:55;COLONIA;DEPARTAMENTAL;MOTO;20;F;0;COLISION ENTRE VEHICULOS;CAMIONETA;SANTA EEGINA
26/11/2012 17:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;28;M;1;COLISION ENTRE VEHICULOS;CAMION;NOVARA Nro. 3599 esq. MODENA
28/11/2012 08:30;SAN JOSE;NACIONAL;AUTO;85;M;1;COLISION ENTRE VEHICULOS;AUTO;RUTA 3 KM. 71500
28/11/2012 16:40;LAVALLEJA;NACIONAL;AUTO;56;M;0;DESPISTE;;RUTA 8 KM. 137
01/12/2012 15:00;CANELONES;NACIONAL;CAMIONETA;51;F;0;DESPISTE;;RUTA 6 KM. 70
01/12/2012 16:30;CANELONES;NACIONAL;MOTO;27;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA 11 KM 100.500
02/12/2012 02:15;SALTO;DEPARTAMENTAL;MOTO;16;M;0;DESPISTE;;COSTANERA SUR
02/12/2012 02:30;RIVERA;DEPARTAMENTAL;MOTO;40;M;0;DESPISTE;;PAUL HARRIS Y REP. ARGENTINA
03/12/2012 17:00;CANELONES;NACIONAL;CAMIONETA;23;M;0;COLISION ENTRE VEHICULOS;OMNIBUS;RUTA 101 KM 26.400
03/12/2012 21:45;CANELONES;NACIONAL;MOTO;17;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA INTERBALNEARIA KM 27.500 esq. AVENIDA C --COLINAS DE SOLYMAR--
05/12/2012 13:55;MONTEVIDEO;DEPARTAMENTAL;AUTO;85;M;3;COLISION ENTRE VEHICULOS;AUTO;AVENIDA AGRACIADA Nro. 4199 esq. JULIAN ALVAREZ
06/12/2012 10:45;CANELONES;DEPARTAMENTAL;PEATON;79;M;0;ATROPELLO DE PEATON;AUTO;AVENIDA URUGUAY --EL PINAR-- esq. MAR MEDITERRANEO
07/12/2012 19:30;MONTEVIDEO;DEPARTAMENTAL;MOTO;26;M;0;COLISION ENTRE VEHICULOS;OMNIBUS;PADRE JUAN BONMESADRI Nro. 2027 esq. ANDRES
07/12/2012 21:30;DURAZNO;NACIONAL;MOTO;45;M;0;COLISION ENTRE VEHICULOS;AUTO;ruta 5 puente nuevo
08/12/2012 12:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;39;M;0;COLISION ENTRE VEHICULOS;AUTO;Continuación Burdeos y Victor Hugo
09/12/2012 11:54;MONTEVIDEO;DEPARTAMENTAL;MOTO;36;F;0;COLISION ENTRE VEHICULOS;OMNIBUS;AVENIDA DIECIOCHO DE JULIO esq. EJIDO
09/12/2012 20:30;CERRO LARGO;DEPARTAMENTAL;CAMIONETA;56;M;0;DESPISTE;;PASO DEL GORDO
10/12/2012 07:00;PAYSANDU;DEPARTAMENTAL;MOTO;46;M;18;COLISION ENTRE VEHICULOS;AUTO;18 DE JULIO Y SETEMBRINO PEREDA
11/12/2012 10:35;MONTEVIDEO;DEPARTAMENTAL;PEATON;Sin Dato;F;0;ATROPELLO DE PEATON;CAMION;LAS PETUNIAS Y AVENIDA DE LA ALJABA
11/12/2012 21:15;CANELONES;NACIONAL;PEATON;75;F;0;ATROPELLO DE PEATON;AUTO;RUTA 8 KILOMETRO 23.500
12/12/2012 15:35;CANELONES;DEPARTAMENTAL;PEATON;5;M;0;ATROPELLO DE PEATON;CAMIONETA;AV. GIANNATASIO Y AV. CENTRAL KM 27
13/12/2012 11:15;MONTEVIDEO;DEPARTAMENTAL;PEATON;84;M;0;ATROPELLO DE PEATON;CAMIONETA;COLONIA Y JUAN PAULLIER
14/12/2012 09:17;CANELONES;DEPARTAMENTAL;PEATON;78;F;1;ATROPELLO DE PEATON;AUTO;GINNATTASIO Y VENEZUELA
14/12/2012 22:15;PAYSANDU;NACIONAL;CAMIONETA;52;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;RUTA 90 KM 45,200
14/12/2012 22:30;MALDONADO;DEPARTAMENTAL;MOTO;Sin Dato;M;1;COLISION ENTRE VEHICULOS;MOTO;CONSTITUCION Y MARCO DE LOS REYES
15/12/2012 00:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;23;M;0;COLISION ENTRE VEHICULOS;OMNIBUS;ARGERICH Y CAP. VILLADEMOROS
15/12/2012 00:15;TACUAREMBÓ;NACIONAL;PEATON;58;M;0;ATROPELLO DE PEATON;CAMIONETA;RUTA 5 KM 397
16/12/2012 02:00;CERRO LARGO;DEPARTAMENTAL;MOTO;19;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;TREINTA Y TRES Y DEL PILAR
16/12/2012 06:50;MALDONADO;DEPARTAMENTAL;MOTO;24;M;0;COLISION ENTRE VEHICULOS;OMNIBUS;CAMINO LOS CEIBOS Y CAMINO LAVAGNA
16/12/2012 08:21;SORIANO;DEPARTAMENTAL;MOTO;23;F;1;CAIDA;-;CARLOS MAGNONE Y ANSINA
16/12/2012 18:50;TACUAREMBÓ;NACIONAL;AUTO;32;M;0;DESPISTE;-;RUTA 43 KM 5
18/12/2012 00:00;CANELONES;DEPARTAMENTAL;BICICLETA;8;F;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 34 KM 41,500
18/12/2012 18:00;SALTO;DEPARTAMENTAL;MOTO;56;M;0;COLISION ENTRE VEHICULOS;CAMION;GRAL. RIVERA Y DR. MORQUIO
18/12/2012 22:06;MONTEVIDEO;DEPARTAMENTAL;MOTO;40;M;1;COLISION ENTRE VEHICULOS;CARRO;AL PASO DEL ANDALUZ ENTRE INSTRUCCIONES Y BELLONI
19/12/2012 12:10;RIVERA;DEPARTAMENTAL;PEATON;83;M;0;ATROPELLO DE PEATON;CAMION;FRUCTUOSO RIVERA AV. BRASIL 
19/12/2012 16:45;ARTIGAS;NACIONAL;MOTO;25;F;12;COLISION ENTRE VEHICULOS;OMNIBUS;RUTA 3 KM 610
20/12/2012 07:00;CERRO LARGO;NACIONAL;AUTO;4;M;0;DESPISTE;-;RUTA 26 KM 67700
20/12/2012 21:15;CANELONES;NACIONAL;PEATON;63;M;0;ATROPELLO DE PEATON;CAMION;RUTA INTERBALNEARIA KM 36,2
21/12/2012 21:50;MALDONADO;NACIONAL;MOTO;62;M;0;COLISION ENTRE VEHICULOS;AUTO;RUTA 9 KM 142
22/12/2012 07:00;MONTEVIDEO;DEPARTAMENTAL;MOTO;51;M;1;COLISION ENTRE VEHICULOS;CAMIONETA;CON. REPETTO Y AGUSTIN BISIO
22/12/2012 08:55;MALDONADO;NACIONAL;MOTO;26;M;0;COLISION ENTRE VEHICULOS;MAQUINA VIAL;RUTA 10 Y CALLE 10
23/12/2012 03:00;TACUAREMBÓ;NACIONAL;MOTO;23;M;0;CAIDA;-;RUTA 26 KM 290
24/12/2012 19:55;MONTEVIDEO;DEPARTAMENTAL;PEATON;47;F;1;ATROPELLO DE PEATON;AUTO;ACONCAGUA Y ALEJANDRO GALLINAL
25/12/2012 08:00;FLORES;NACIONAL;AUTO;21;M;0;DESPISTE;-;RUTA 14 KM. 
25/12/2012 16:00;CANELONES;NACIONAL;CAMIONETA;31;M;12;DESPISTE;-;RUTA 101 KM. 17.900
26/12/2012 10:30;CANELONES;DEPARTAMENTAL;PEATON;Sin Dato;M;0;ATROPELLO DE PEATON;MOTO;RUTA 75 Y LORENZO CARNELLI
27/12/2012 02:20;LAVALLEJA;NACIONAL;CAMIONETA;60;M;1;DESPISTE;-;RUTA 8 KM 243
28/12/2012 05:25;CANELONES;DEPARTAMENTAL;AUTO;23;M;0;DESPISTE;-;RUTA 74 Y CALLE SOLIS
28/12/2012 09:00;PAYSANDU;NACIONAL;AUTO;22;M;0;COLISION ENTRE VEHICULOS;CAMION;RUTA 26 KM 148
28/12/2012 09:00;PAYSANDU;NACIONAL;AUTO;33;M;1;COLISION ENTRE VEHICULOS;CAMION;RUTA 26 KM 148
28/12/2012 09:05;MALDONADO;DEPARTAMENTAL;MOTO;46;M;1;DESPISTE;-;APARICIO SARAVIA Y VIVERO LAS LANADAS
30/12/2012 02:30;CANELONES;NACIONAL;AUTO;43;M;0;COLISION ENTRE VEHICULOS;CAMIONETA;RUTA 8 KM 62
30/12/2012 07:10;TACUAREMBÓ;DEPARTAMENTAL;MOTO;40;M;1;COLISION CON OBSTACULO;-;PABLO RIOS Y LARRAÑAGA
31/12/2012 02:15;DURAZNO;DEPARTAMENTAL;MOTO;16;M;1;COLISION ENTRE VEHICULOS;MOTO;RUTA 14 Y BY PASS
31/12/2012 06:15;PAYSANDU;NACIONAL;MOTO;30;M;0;CAIDA;-;RUTA 90 KM 54
31/12/2012 22:30;CANELONES;NACIONAL;PEATON;37;F;0;ATROPELLO DE PEATON;AUTO;RUTA INTERBALNEARIA KM 64,500
